403,185
324,136
185,339
253,404
253,438
214,297
210,-1
-1,161
283,-1
410,401
158,334
308,-1
234,-1
332,136
259,326
397,229
283,-1
354,325
339,429
362,199
323,220
140,342
404,321
401,307
224,301
292,245
232,183
485,169
392,350
207,353
400,301
-1,385
463,223
437,-1
434,-1
-1,-1
294,439
-1,288
177,132
314,470
121,411
445,353
500,-1
288,459
166,333
344,169
307,405
245,330
425,235
407,-1
236,211
219,351
163,-1
213,-1
240,193
226,186
476,323
295,428
485,288
499,263
-1,-1
441,257
255,-1
-1,-1
372,492
287,351
357,193
359,-1
161,237
280,211
409,356
482,329
500,-1
454,480
165,314
-1,197
348,459
439,-1
297,200
327,155
220,-1
312,385
363,201
389,297
413,-1
458,257
218,160
140,282
346,245
155,-1
459,-1
424,310
358,346
385,234
296,197
361,282
-1,-1
362,149
443,260
340,-1
333,280
-1,358
122,143
427,265
411,271
312,-1
452,293
189,222
489,381
-1,454
366,-1
171,232
412,351
285,308
494,287
278,-1
143,185
215,148
294,-1
327,312
358,419
163,461
386,260
466,87
342,272
360,-1
290,-1
326,485
309,298
443,341
-1,189
281,277
201,146
465,96
215,279
194,235
323,260
200,-1
426,242
345,178
88,417
408,261
371,320
402,216
279,423
385,318
341,433
485,-1
301,-1
376,259
320,225
302,389
348,291
497,-1
90,-1
-1,179
278,222
314,-1
365,-1
319,310
299,407
334,290
268,318
398,-1
483,346
335,405
-1,162
258,130
-1,489
215,-1
471,114
251,-1
323,-1
490,351
-1,406
443,-1
360,343
330,-1
285,-1
217,354
205,339
281,-1
265,441
491,-1
159,124
351,311
-1,108
256,361
327,377
402,223
466,301
-1,363
325,-1
273,370
431,316
399,269
386,215
397,294
497,298
289,183
451,298
401,431
121,257
384,178
323,143
83,336
323,220
104,118
437,384
315,375
-1,187
-1,486
-1,187
306,245
283,85
323,-1
436,-1
329,215
348,277
323,-1
149,193
303,446
390,353
471,-1
257,341
450,-1
-1,449
229,186
317,-1
148,283
404,-1
149,278
247,371
396,199
256,235
202,190
351,412
364,231
425,262
244,318
410,-1
365,353
226,496
374,-1
84,356
281,228
254,295
242,209
309,-1
294,464
226,-1
336,200
225,314
386,334
344,117
398,145
370,-1
265,177
279,-1
-1,274
291,455
309,307
379,188
181,152
308,126
224,483
335,205
203,297
367,141
278,277
208,132
203,201
-1,447
282,307
200,244
295,187
210,-1
313,220
365,-1
386,315
389,428
79,-1
360,476
195,375
225,336
-1,281
212,214
340,115
279,389
135,355
305,254
466,-1
-1,380
377,383
345,213
499,456
-1,418
183,216
493,-1
315,261
314,-1
279,335
441,-1
326,250
276,409
431,482
259,-1
498,254
325,244
486,427
389,210
176,436
413,272
400,263
377,-1
322,197
310,449
358,208
365,-1
315,236
207,500
282,247
346,416
324,359
308,131
197,243
353,176
156,112
460,470
357,273
300,274
261,396
318,254
-1,-1
362,-1
293,-1
466,-1
159,291
362,225
438,-1
439,-1
217,-1
244,263
208,304
296,472
208,488
312,479
363,-1
314,-1
242,432
167,360
272,344
384,216
425,-1
368,467
182,-1
469,480
-1,157
280,264
369,-1
201,331
167,254
409,149
-1,324
412,347
467,394
308,156
286,325
-1,403
219,219
391,212
386,219
332,431
417,317
245,450
-1,377
-1,304
379,-1
499,416
327,464
451,442
476,337
253,450
413,148
363,488
373,403
335,-1
127,-1
383,493
381,414
227,429
232,257
304,275
420,242
325,298
163,175
361,312
304,-1
-1,406
267,390
455,427
349,275
358,281
465,311
284,-1
434,-1
464,162
424,-1
-1,350
237,346
326,-1
-1,331
93,411
73,215
-1,433
338,295
378,248
379,355
192,139
-1,-1
270,330
176,282
465,137
317,308
143,269
401,286
-1,250
288,355
269,452
437,160
-1,196
241,265
345,273
385,290
311,218
341,-1
435,293
-1,253
330,131
342,227
353,-1
480,284
406,-1
380,367
206,367
344,120
424,324
480,363
361,407
446,456
235,252
306,-1
-1,244
-1,434
105,331
264,489
499,427
343,197
262,-1
173,204
-1,290
419,337
423,-1
383,459
258,368
419,320
463,-1
306,200
495,228
480,440
-1,252
432,309
209,363
457,281
296,-1
-1,270
335,415
-1,-1
397,136
380,-1
305,-1
123,111
446,388
-1,464
-1,195
346,313
293,392
472,170
158,205
-1,-1
229,267
130,197
-1,-1
-1,373
-1,260
199,332
425,-1
411,241
363,194
468,472
327,405
229,312
451,288
483,315
355,315
376,441
413,469
411,287
456,304
395,131
417,244
245,220
410,190
277,466
230,302
161,459
192,376
259,366
326,209
444,258
497,361
152,383
297,346
293,-1
349,217
240,222
-1,-1
-1,178
327,430
379,-1
477,-1
291,324
