-1,300,226,-1,-1,378,-1,265
-1,252,168,264,414,-1,268,-1
0,1,1,0.5,0.5,0.5,0.5,0.5
NaN,276,197,264,414,378,268,265
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
