-1,300
-1,158
-1,-1
-1,470
301,471
-1,-1
-1,345
426,-1
-1,-1
-1,-1
420,-1
-1,305
286,-1
-1,446
281,340
382,326
273,337
440,361
338,454
-1,-1
172,243
-1,302
496,471
-1,406
-1,-1
482,267
484,-1
-1,349
232,440
345,388
-1,300
-1,283
309,-1
-1,277
-1,499
-1,374
185,-1
-1,-1
246,188
-1,-1
461,-1
-1,442
294,456
261,-1
428,-1
-1,282
372,-1
440,307
-1,-1
388,281
372,207
219,-1
388,495
-1,-1
253,268
-1,159
-1,331
311,338
-1,-1
497,445
393,500
272,-1
205,370
-1,314
-1,401
-1,472
492,273
221,-1
289,-1
-1,361
-1,-1
341,-1
-1,-1
-1,-1
489,353
-1,262
-1,-1
-1,-1
-1,441
441,323
237,-1
416,298
-1,424
-1,-1
375,-1
-1,-1
352,193
410,-1
-1,372
263,-1
333,408
-1,411
-1,-1
432,-1
-1,-1
356,405
-1,-1
-1,226
-1,354
-1,496
-1,-1
-1,334
-1,255
-1,-1
472,426
-1,232
-1,-1
452,-1
430,-1
-1,376
326,-1
-1,418
-1,-1
256,328
-1,342
338,-1
185,243
394,-1
-1,-1
-1,368
-1,353
245,420
421,379
-1,89
-1,390
409,-1
-1,475
474,338
356,-1
210,461
-1,-1
-1,-1
253,160
-1,-1
405,-1
-1,415
329,415
-1,321
358,304
-1,246
88,453
379,428
-1,316
-1,-1
-1,416
434,172
-1,-1
-1,-1
466,324
-1,454
360,243
426,331
444,344
415,-1
-1,424
-1,362
-1,352
311,-1
-1,168
205,117
-1,323
449,-1
340,251
-1,-1
470,280
305,407
-1,166
467,364
-1,-1
335,406
487,-1
418,-1
342,383
-1,-1
410,381
-1,180
-1,-1
194,303
323,-1
436,-1
175,-1
-1,357
-1,-1
-1,-1
-1,247
-1,439
-1,-1
334,302
-1,497
488,-1
-1,317
-1,-1
-1,-1
-1,437
478,-1
450,254
500,169
445,-1
489,265
-1,-1
-1,454
365,-1
128,263
435,-1
379,-1
417,-1
-1,365
271,327
-1,400
318,-1
-1,-1
-1,484
391,291
-1,-1
420,401
257,-1
-1,-1
-1,280
-1,-1
496,-1
288,-1
216,-1
399,-1
440,-1
404,366
-1,339
421,-1
249,172
298,-1
178,266
421,-1
324,-1
-1,-1
487,233
381,267
217,-1
-1,408
366,205
-1,398
411,-1
370,491
-1,437
416,361
