229,186,-1,387,-1
317,-1,-1,-1,-1
148,283,445,417,113
404,-1,-1,178,-1
149,278,413,300,-1
247,371,-1,-1,342
396,199,211,397,-1
256,235,336,445,344
202,190,-1,498,319
351,412,331,498,319
364,231,74,349,-1
425,262,296,-1,-1
244,318,396,166,286
410,-1,73,273,303
365,353,392,193,481
226,496,-1,235,-1
374,-1,-1,-1,-1
84,356,183,-1,299
281,228,354,170,232
254,295,-1,-1,277
242,209,411,249,432
309,-1,135,361,436
294,464,288,247,-1
226,-1,-1,414,162
336,200,382,125,289
225,314,172,-1,471
386,334,-1,432,-1
344,117,148,336,-1
398,145,189,187,-1
370,-1,212,200,-1
265,177,318,133,206
279,-1,350,289,294
-1,274,460,214,283
291,455,161,187,249
309,307,418,180,186
379,188,284,234,447
181,152,264,304,363
308,126,393,288,294
224,483,457,302,-1
335,205,-1,-1,-1
203,297,89,-1,177
367,141,202,208,277
278,277,111,317,-1
208,132,317,397,170
203,201,215,286,-1
-1,447,425,426,-1
282,307,468,188,-1
200,244,471,331,406
295,187,170,-1,-1
210,-1,325,359,420
313,220,-1,209,251
365,-1,-1,217,85
386,315,173,282,233
389,428,203,-1,491
79,-1,187,496,309
360,476,328,379,483
195,375,260,362,297
225,336,268,-1,221
-1,281,223,353,445
212,214,144,-1,473
340,115,203,389,179
279,389,240,335,318
135,355,-1,148,157
305,254,311,422,283
466,-1,344,-1,-1
-1,380,266,432,298
377,383,480,216,-1
345,213,-1,-1,279
499,456,267,285,329
-1,418,184,405,-1
183,216,166,279,465
493,-1,163,152,281
315,261,-1,393,-1
314,-1,-1,-1,218
279,335,371,-1,414
441,-1,433,182,-1
326,250,406,-1,423
276,409,346,377,172
431,482,-1,145,150
259,-1,-1,399,235
498,254,300,-1,424
325,244,431,-1,397
486,427,370,189,157
389,210,409,349,347
176,436,168,281,-1
413,272,138,192,154
400,263,376,-1,-1
377,-1,489,125,172
322,197,267,458,264
310,449,114,384,-1
358,208,360,-1,-1
365,-1,416,-1,175
315,236,290,435,-1
207,500,283,340,-1
282,247,186,171,115
346,416,-1,336,-1
324,359,188,392,214
308,131,289,499,154
197,243,148,253,-1
353,176,404,253,361
156,112,-1,490,277
460,470,183,371,-1
357,273,156,250,-1
300,274,196,295,295
261,396,340,107,214
318,254,463,-1,327
-1,-1,-1,296,79
362,-1,-1,253,321
293,-1,-1,186,117
466,-1,194,-1,213
159,291,479,271,246
362,225,424,478,-1
438,-1,-1,489,134
439,-1,214,-1,213
217,-1,125,424,296
244,263,-1,300,452
208,304,426,-1,145
296,472,341,-1,-1
208,488,338,251,371
312,479,377,447,257
363,-1,488,229,261
314,-1,462,341,338
242,432,-1,170,171
167,360,432,202,211
272,344,337,354,217
384,216,-1,-1,308
425,-1,443,313,188
368,467,154,216,252
182,-1,-1,362,155
469,480,238,183,-1
-1,157,-1,336,145
280,264,376,194,-1
369,-1,309,166,232
201,331,206,271,442
167,254,139,327,421
409,149,-1,248,238
-1,324,456,-1,301
412,347,305,-1,-1
467,394,233,-1,454
308,156,446,388,460
286,325,417,147,-1
-1,403,274,305,202
219,219,397,357,-1
391,212,415,269,358
386,219,418,-1,255
332,431,-1,383,130
417,317,-1,-1,336
245,450,256,91,136
-1,377,311,-1,-1
-1,304,344,-1,418
379,-1,-1,-1,426
499,416,266,230,-1
327,464,415,241,-1
451,442,386,232,107
476,337,203,240,-1
253,450,373,325,-1
413,148,306,472,420
363,488,-1,298,260
373,403,-1,166,320
335,-1,356,250,-1
127,-1,300,-1,-1
383,493,327,333,386
381,414,129,480,-1
227,429,485,439,-1
232,257,478,239,152
304,275,161,142,377
420,242,307,402,470
325,298,-1,-1,149
163,175,-1,197,446
361,312,372,148,206
304,-1,213,405,269
-1,406,145,-1,-1
267,390,-1,284,-1
455,427,167,280,163
349,275,213,403,-1
358,281,368,279,-1
465,311,378,304,359
284,-1,-1,277,136
434,-1,168,-1,140
464,162,320,333,261
424,-1,-1,332,-1
-1,350,411,255,-1
237,346,-1,440,382
326,-1,-1,376,304
-1,331,289,267,246
93,411,222,393,180
73,215,290,186,191
-1,433,248,356,-1
338,295,143,201,-1
378,248,444,311,294
379,355,428,310,209
192,139,318,196,207
-1,-1,202,321,-1
270,330,275,410,418
176,282,312,280,395
465,137,337,345,211
317,308,379,-1,141
143,269,226,224,440
401,286,-1,394,383
-1,250,92,253,-1
288,355,334,-1,310
269,452,376,225,306
437,160,467,-1,312
-1,196,475,365,-1
241,265,388,-1,-1
345,273,264,160,348
385,290,-1,485,-1
311,218,-1,291,-1
341,-1,268,-1,-1
435,293,297,441,390
-1,253,435,-1,-1
330,131,374,318,429
342,227,259,114,212
353,-1,483,229,-1
480,284,270,345,-1
406,-1,249,301,350
380,367,316,-1,415
206,367,439,424,-1
344,120,-1,378,141
424,324,-1,184,90
480,363,425,-1,473
361,407,215,169,129
446,456,468,375,290
235,252,257,333,285
306,-1,-1,226,415
-1,244,361,202,-1
-1,434,-1,-1,-1
105,331,196,322,-1
264,489,447,317,-1
499,427,316,-1,457
343,197,301,185,-1
262,-1,-1,186,-1
173,204,199,276,-1
-1,290,171,271,296
419,337,151,337,251
423,-1,159,228,291
383,459,429,466,-1
258,368,257,-1,447
419,320,354,-1,461
463,-1,-1,486,-1
306,200,238,228,289
495,228,-1,300,232
480,440,359,258,255
-1,252,-1,-1,388
432,309,470,311,364
209,363,307,456,195
457,281,328,186,-1
296,-1,-1,296,-1
-1,270,367,-1,290
335,415,365,393,-1
-1,-1,-1,-1,186
397,136,87,-1,356
380,-1,-1,-1,198
305,-1,262,212,472
123,111,354,-1,210
446,388,383,-1,264
-1,464,413,476,-1
-1,195,350,492,479
346,313,262,-1,-1
293,392,442,120,149
472,170,449,-1,248
158,205,199,314,99
-1,-1,-1,99,-1
229,267,396,244,173
130,197,-1,202,125
-1,-1,443,274,298
-1,373,297,306,-1
-1,260,274,412,360
199,332,462,-1,250
425,-1,-1,398,428
411,241,180,-1,480
363,194,408,314,495
468,472,389,445,157
327,405,159,-1,346
229,312,-1,500,-1
451,288,440,366,-1
483,315,444,-1,310
355,315,-1,-1,-1
376,441,357,229,252
413,469,211,295,-1
411,287,260,410,433
456,304,436,418,229
395,131,436,-1,-1
417,244,188,-1,330
245,220,-1,131,246
410,190,266,-1,77
277,466,424,134,-1
230,302,153,234,236
161,459,335,203,430
192,376,385,412,180
259,366,253,-1,367
326,209,342,-1,-1
444,258,-1,116,-1
497,361,311,-1,310
152,383,-1,-1,334
297,346,246,449,-1
293,-1,155,-1,362
349,217,436,327,472
240,222,123,194,440
-1,-1,-1,463,-1
-1,178,165,231,-1
327,430,273,498,-1
379,-1,-1,-1,177
477,-1,-1,216,468
291,324,-1,-1,-1
332,185,296,119,227
446,410,-1,373,337
219,204,-1,405,361
306,313,249,125,191
-1,278,-1,392,301
382,470,364,187,-1
388,217,379,195,134
312,292,105,294,197
395,106,-1,392,352
-1,330,114,284,332
271,280,455,-1,496
245,-1,-1,307,426
205,431,193,129,221
294,354,-1,-1,-1
223,-1,173,318,431
151,269,-1,407,293
493,252,190,405,331
395,252,493,-1,-1
402,278,258,140,471
417,299,225,-1,271
188,311,472,297,178
381,-1,209,343,353
182,261,-1,366,235
443,345,-1,-1,230
275,487,343,232,-1
349,418,234,-1,396
235,-1,413,124,221
446,468,-1,189,209
423,225,299,-1,234
449,207,82,-1,-1
121,-1,344,-1,441
239,227,400,346,225
256,283,173,302,183
176,-1,228,139,396
182,391,178,184,285
291,132,336,-1,299
331,436,327,431,359
451,327,221,285,-1
362,-1,141,299,-1
486,213,403,-1,338
369,132,-1,-1,-1
391,455,472,123,303
-1,367,374,223,-1
440,320,275,265,189
256,420,253,192,403
-1,247,-1,476,293
209,294,324,331,251
431,188,362,383,-1
217,-1,224,-1,330
256,260,-1,284,-1
367,-1,454,282,-1
332,139,242,-1,299
-1,225,331,462,-1
419,229,386,329,181
418,-1,418,189,135
-1,495,357,-1,-1
325,396,315,380,-1
245,203,365,490,281
478,484,470,-1,473
358,254,431,-1,-1
379,338,-1,294,213
427,279,-1,139,116
246,432,201,409,314
373,421,408,183,-1
-1,-1,297,399,282
283,407,407,494,91
377,206,402,301,225
267,312,184,345,360
426,150,287,181,340
317,-1,200,-1,-1
306,236,126,-1,256
499,369,378,-1,247
248,287,-1,-1,311
155,273,89,275,389
275,485,193,-1,232
355,290,-1,173,188
427,223,-1,-1,444
385,298,218,-1,485
466,-1,286,370,347
482,261,-1,472,354
326,238,397,115,87
221,338,460,-1,155
323,-1,233,251,436
307,359,261,374,428
91,-1,148,150,169
-1,-1,367,-1,291
451,-1,280,-1,-1
370,-1,378,-1,-1
-1,-1,344,388,496
342,397,-1,399,-1
348,177,259,343,264
-1,154,-1,360,213
-1,-1,-1,451,291
288,-1,-1,309,-1
323,183,418,166,232
417,238,303,397,-1
-1,372,283,179,-1
112,281,423,249,131
432,-1,477,-1,-1
249,289,244,255,-1
357,-1,405,-1,204
88,301,-1,-1,-1
455,450,-1,237,-1
68,-1,-1,-1,86
-1,-1,397,314,94
386,155,238,484,-1
263,458,470,-1,119
351,264,-1,216,-1
-1,-1,381,297,461
494,179,-1,338,459
302,95,296,177,311
379,364,467,288,320
360,160,430,491,259
-1,-1,452,129,84
186,357,282,261,320
307,159,-1,434,490
256,483,291,269,457
394,109,457,158,426
-1,256,465,265,286
366,315,296,290,220
486,444,-1,242,300
311,379,99,377,-1
429,145,-1,277,214
220,406,359,124,196
369,214,260,472,412
187,182,-1,355,433
206,430,436,319,-1
166,229,195,160,241
376,385,189,272,-1
262,380,186,218,-1
206,315,397,373,105
323,314,-1,332,432
402,269,-1,-1,186
-1,285,402,233,354
251,426,-1,-1,460
324,258,348,-1,217
354,-1,147,-1,313
459,-1,292,-1,464
111,389,305,362,150
194,357,409,-1,394
353,-1,293,324,-1
264,487,357,232,145
289,213,-1,323,418
314,436,414,487,-1
368,143,457,342,-1
157,250,420,325,-1
440,-1,123,453,-1
258,299,250,495,300
250,354,-1,365,358
233,346,-1,115,421
131,197,331,94,268
344,208,336,147,389
306,405,-1,251,-1
469,-1,195,335,-1
270,330,488,247,-1
365,269,140,-1,414
-1,357,-1,313,296
389,210,165,314,267
333,379,231,265,-1
149,417,165,122,104
112,131,466,189,315
389,280,313,205,117
264,282,89,179,266
-1,256,382,236,304
389,386,387,-1,-1
-1,412,437,-1,-1
494,192,-1,319,-1
262,394,369,-1,286
393,319,421,109,378
474,289,240,258,262
351,395,253,186,136
488,270,360,103,281
199,329,-1,358,-1
352,158,360,195,147
242,234,217,399,250
404,484,318,413,298
210,100,289,328,228
407,-1,256,197,174
396,-1,456,-1,199
146,437,340,165,484
294,453,-1,-1,231
498,-1,143,-1,-1
325,-1,-1,253,157
493,488,417,369,356
154,497,399,327,186
292,402,-1,316,-1
-1,309,-1,201,497
306,181,368,325,339
309,-1,-1,128,147
342,476,-1,288,361
298,189,208,-1,324
426,-1,345,436,-1
-1,317,342,-1,-1
360,360,-1,285,258
378,241,412,-1,358
412,-1,-1,273,115
382,-1,347,178,350
294,-1,208,-1,322
359,302,-1,-1,218
302,156,217,429,-1
195,381,482,215,451
176,152,400,281,231
269,205,-1,244,329
232,257,-1,-1,-1
309,115,-1,-1,407
206,82,-1,270,209
330,287,130,151,-1
437,492,403,-1,-1
355,465,219,-1,288
304,220,439,-1,225
313,228,435,280,143
332,451,-1,213,337
205,346,256,-1,360
312,169,-1,-1,-1
137,188,443,311,-1
265,301,228,421,-1
347,379,350,194,-1
266,342,-1,403,-1
413,269,450,-1,-1
182,-1,306,244,311
334,482,426,291,-1
379,419,176,102,92
243,496,310,-1,388
347,190,-1,396,319
-1,282,335,-1,300
227,432,-1,161,459
188,311,199,207,257
-1,-1,311,221,357
455,123,121,-1,-1
197,455,-1,184,260
-1,154,251,239,-1
486,-1,295,-1,272
204,142,207,112,493
403,252,289,150,279
305,-1,270,288,-1
470,340,326,197,300
390,217,-1,-1,-1
377,372,345,342,176
248,321,316,379,395
370,-1,168,158,231
-1,144,163,99,-1
383,453,181,-1,-1
172,293,381,414,-1
329,230,397,292,268
412,366,-1,-1,252
360,269,231,-1,317
184,432,439,275,-1
371,367,494,409,-1
-1,-1,282,193,-1
438,418,241,494,363
295,319,218,174,-1
342,272,312,442,96
167,353,388,266,177
-1,339,371,239,254
323,305,396,334,274
-1,216,353,376,-1
297,440,195,456,427
374,328,-1,198,499
291,-1,190,262,-1
194,132,114,306,91
424,308,316,-1,210
-1,304,-1,358,301
416,93,344,292,-1
273,376,389,136,236
434,479,260,303,464
234,303,363,128,224
320,-1,-1,268,210
316,437,-1,-1,338
352,192,444,-1,-1
397,269,-1,191,202
435,213,388,190,-1
406,404,-1,317,493
222,190,281,395,124
265,247,-1,415,248
463,-1,385,-1,445
259,459,-1,-1,280
331,321,219,346,160
464,432,439,-1,244
390,197,262,300,226
196,449,386,355,382
399,229,404,296,244
408,226,226,256,-1
-1,-1,188,-1,263
-1,-1,237,-1,-1
207,272,-1,383,-1
400,196,243,475,-1
342,-1,273,411,-1
406,260,437,-1,202
299,-1,135,251,331
173,223,-1,261,155
404,-1,-1,328,396
186,259,250,406,-1
236,189,-1,430,193
249,220,294,170,270
432,-1,329,310,230
303,310,206,343,365
157,272,252,168,351
-1,298,440,380,135
265,229,280,-1,357
305,135,449,452,-1
183,340,497,-1,154
230,203,218,229,367
417,-1,287,361,-1
-1,-1,431,474,285
240,-1,443,265,-1
346,186,416,200,297
301,-1,489,291,202
342,164,277,162,343
364,160,366,426,326
407,316,-1,414,96
444,388,-1,177,353
232,263,451,166,459
267,412,114,105,485
215,79,109,262,338
207,-1,391,276,197
458,415,414,182,135
275,268,352,-1,156
456,141,438,459,-1
-1,213,318,-1,-1
452,-1,377,406,-1
201,220,318,-1,382
218,308,306,105,410
352,286,472,342,126
310,-1,-1,409,-1
299,298,186,176,297
390,382,188,-1,-1
358,159,469,366,255
391,-1,309,229,401
124,-1,-1,131,239
436,335,283,-1,-1
460,256,316,-1,-1
409,303,290,143,-1
200,-1,192,315,-1
192,397,440,-1,444
264,449,233,-1,295
364,140,185,177,272
329,-1,-1,352,192
287,489,204,398,-1
125,264,-1,-1,133
213,224,284,402,261
87,405,-1,-1,266
75,-1,-1,252,357
376,402,452,-1,482
336,269,313,456,169
-1,-1,242,400,-1
338,289,-1,224,330
280,-1,352,-1,184
90,292,-1,325,159
313,329,152,130,216
261,126,433,-1,-1
485,-1,312,435,-1
311,437,-1,-1,-1
306,-1,375,320,204
454,279,388,197,499
243,280,347,274,195
252,373,302,258,-1
292,342,-1,-1,-1
387,365,243,169,179
112,224,-1,-1,-1
230,-1,465,213,167
465,182,241,394,434
283,212,449,288,-1
130,-1,221,285,-1
389,-1,453,238,261
337,279,195,-1,466
460,371,155,371,327
180,117,-1,187,370
361,420,-1,495,367
256,150,-1,440,-1
324,235,299,284,210
226,365,-1,-1,399
206,-1,459,-1,218
429,168,181,122,-1
204,-1,435,234,213
-1,278,-1,271,-1
444,286,258,167,430
433,336,-1,-1,-1
419,163,355,85,350
108,284,400,-1,423
205,-1,310,472,-1
313,-1,-1,363,158
225,235,198,120,296
334,-1,353,-1,299
352,347,-1,398,-1
418,230,358,-1,-1
180,-1,312,248,267
231,250,201,224,141
276,454,304,456,416
262,-1,-1,375,-1
447,-1,361,254,306
299,190,-1,-1,215
269,159,-1,423,-1
344,317,-1,355,245
232,-1,348,-1,408
347,393,342,145,262
313,184,412,-1,-1
322,-1,176,207,-1
232,414,275,271,-1
209,397,257,208,323
350,205,362,450,-1
162,407,198,179,-1
492,351,459,-1,-1
401,420,497,-1,-1
269,402,171,-1,200
370,307,84,-1,-1
493,-1,110,416,400
385,245,308,319,-1
391,301,373,357,298
315,253,255,301,424
273,418,426,-1,305
265,217,371,364,139
400,427,384,157,152
198,-1,-1,-1,354
414,283,256,434,223
290,345,369,-1,-1
298,143,478,-1,212
415,380,-1,297,249
204,-1,291,197,131
327,488,375,190,233
-1,209,-1,236,190
275,370,469,123,-1
265,222,330,176,267
123,492,-1,-1,156
430,141,-1,-1,192
420,286,336,186,277
465,287,167,-1,-1
356,-1,413,332,223
174,322,401,349,354
419,430,148,354,465
325,301,283,364,312
298,105,91,350,-1
348,353,317,128,142
408,259,123,-1,307
278,168,-1,338,420
-1,-1,-1,368,387
300,301,447,-1,-1
408,346,230,403,467
184,-1,431,-1,-1
403,-1,276,294,298
386,442,-1,417,450
252,346,203,454,408
385,249,-1,449,296
352,-1,429,219,-1
-1,158,302,224,481
206,431,329,174,210
227,275,360,-1,430
-1,468,-1,237,345
309,233,388,191,393
425,478,142,-1,383
368,363,428,341,284
443,326,476,-1,-1
500,-1,-1,139,287
352,193,-1,-1,-1
-1,108,323,317,167
247,150,-1,-1,224
315,-1,-1,418,160
191,467,235,199,432
220,-1,-1,462,323
245,-1,275,191,352
423,-1,366,-1,277
409,314,315,445,138
467,279,340,-1,299
313,261,103,-1,267
293,360,191,-1,496
241,-1,173,239,-1
-1,354,326,-1,-1
151,188,-1,262,254
366,286,372,-1,401
0.903,0.792,0.763,0.739,0.69
320.609080841639,298.680555555556,305.897771952818,295.530446549391,289.102898550725
0,2,5,9,12
3,7,11,17,23
