482,336,144
329,77,279
-1,222,467
473,-1,120
458,84,363
-1,219,172
238,340,308
211,226,255
85,136,183
-1,314,304
77,222,217
453,-1,193
205,128,291
458,355,223
228,-1,172
121,80,143
434,201,318
243,341,174
349,118,-1
359,421,197
117,-1,-1
405,306,306
-1,384,143
-1,289,169
357,233,235
-1,379,436
255,-1,352
336,189,333
426,353,483
241,443,-1
345,309,-1
-1,190,-1
324,376,324
310,-1,497
-1,219,190
301,414,213
78,409,93
369,141,203
-1,192,138
155,309,162
246,-1,289
239,230,-1
-1,-1,92
-1,376,300
260,406,-1
335,270,169
233,-1,-1
226,246,337
287,236,140
217,-1,71
188,-1,307
219,261,489
286,-1,277
-1,319,-1
-1,-1,-1
98,-1,242
282,209,-1
427,137,364
-1,346,-1
448,295,182
264,411,122
-1,272,471
318,328,290
95,305,-1
363,449,218
378,155,428
208,301,384
109,252,243
-1,335,225
269,261,178
475,98,75
-1,90,257
-1,218,415
-1,316,183
398,256,258
149,152,101
294,-1,-1
307,132,232
415,-1,115
309,-1,418
119,361,225
243,433,188
238,209,227
345,403,-1
-1,76,-1
-1,-1,377
385,219,145
314,388,-1
238,406,235
-1,-1,-1
327,477,336
366,349,198
-1,220,332
-1,399,396
-1,200,342
-1,446,225
137,227,-1
143,-1,120
238,279,284
-1,235,-1
-1,258,119
361,271,166
64,330,187
335,385,-1
332,-1,338
256,218,193
396,198,171
290,-1,95
-1,134,342
-1,307,125
179,301,371
-1,352,-1
-1,-1,236
-1,72,193
446,188,314
-1,-1,290
-1,196,377
454,-1,295
284,446,-1
-1,317,364
115,377,241
141,162,-1
-1,124,-1
-1,-1,-1
-1,373,460
-1,417,330
90,314,228
445,190,192
458,367,317
225,-1,267
375,353,451
204,-1,129
268,142,-1
-1,-1,138
238,351,294
140,419,-1
-1,194,231
131,254,-1
-1,274,165
375,139,334
-1,-1,221
313,462,176
407,-1,83
-1,220,-1
227,233,466
305,383,214
213,-1,206
257,127,306
378,186,425
-1,-1,332
245,375,-1
-1,305,-1
139,-1,56
-1,-1,380
-1,353,185
-1,-1,414
-1,415,137
132,209,477
285,474,274
-1,389,232
-1,104,138
241,395,77
233,296,453
169,372,-1
145,398,282
-1,271,147
334,263,406
137,208,77
-1,233,62
302,365,95
326,94,-1
200,-1,-1
179,-1,-1
148,428,-1
126,-1,216
366,197,273
305,239,294
470,-1,219
146,201,410
-1,-1,200
350,295,472
-1,320,387
-1,340,369
180,430,-1
365,324,295
267,-1,472
141,136,216
-1,113,381
-1,366,255
-1,321,349
-1,309,349
222,189,147
-1,291,314
-1,141,90
303,362,-1
147,400,473
135,289,258
370,287,201
284,369,483
-1,219,194
-1,111,130
305,120,445
-1,203,152
257,470,371
186,318,-1
-1,121,359
332,208,348
387,211,-1
357,189,126
-1,309,121
362,349,160
267,273,-1
478,144,296
189,311,222
301,262,285
-1,420,355
257,92,443
-1,438,329
374,436,-1
241,210,267
-1,-1,-1
167,127,255
458,221,-1
-1,113,332
233,113,380
143,-1,107
183,183,335
-1,207,394
463,-1,167
364,383,198
-1,263,381
195,-1,419
149,390,187
218,171,259
444,239,290
-1,191,356
135,418,-1
234,283,372
-1,-1,489
-1,-1,-1
-1,-1,163
316,239,288
279,330,-1
316,217,226
472,315,412
288,-1,328
253,255,-1
269,359,177
-1,247,-1
-1,-1,-1
-1,73,-1
-1,182,143
69,-1,449
210,-1,203
-1,386,166
101,-1,307
361,264,134
211,291,153
394,288,273
170,411,-1
282,341,-1
347,274,156
202,-1,78
165,303,-1
267,423,-1
-1,89,131
-1,372,149
-1,-1,-1
447,305,70
-1,261,172
162,190,278
269,473,138
-1,-1,219
-1,84,-1
444,122,285
370,-1,83
95,-1,178
307,-1,-1
391,-1,314
331,172,187
355,148,383
199,177,152
263,278,97
147,104,209
127,387,-1
-1,179,246
478,266,495
313,-1,427
383,398,265
136,353,410
255,181,-1
281,-1,354
-1,384,440
496,189,143
-1,-1,232
291,89,-1
184,107,127
302,341,280
140,251,309
133,342,211
-1,-1,467
-1,-1,-1
314,-1,-1
-1,324,-1
480,181,406
-1,253,399
-1,493,305
-1,226,246
276,80,204
-1,-1,-1
-1,-1,161
188,241,123
-1,258,241
304,-1,-1
344,393,198
-1,-1,160
192,-1,-1
182,193,121
278,138,329
-1,299,163
242,395,301
259,305,268
410,-1,143
348,209,372
224,326,279
249,-1,131
-1,308,448
325,461,-1
-1,-1,496
258,350,165
405,225,80
246,-1,-1
88,424,128
-1,-1,404
207,268,452
374,204,-1
179,240,-1
436,156,-1
434,-1,231
-1,116,108
213,197,-1
395,-1,490
383,-1,-1
408,292,149
-1,-1,156
-1,474,-1
444,174,429
-1,-1,473
-1,266,233
386,223,-1
-1,-1,345
328,438,-1
226,484,-1
