-1,-1
-1,-1
130,-1
232,-1
281,-1
481,345
201,95
277,-1
-1,186
-1,243
491,90
-1,195
500,367
-1,422
-1,-1
175,110
210,-1
-1,-1
-1,-1
-1,-1
177,-1
-1,310
324,-1
346,66
430,-1
-1,316
274,319
-1,206
104,247
204,230
284,192
171,-1
372,222
295,154
206,336
-1,405
467,206
279,350
246,-1
-1,484
26,232
-1,182
343,322
-1,-1
-1,-1
209,-1
247,277
478,412
249,-1
84,322
188,-1
377,332
-1,-1
74,-1
294,105
220,-1
383,-1
160,-1
162,395
-1,193
142,413
-1,230
325,153
155,-1
361,344
-1,-1
433,320
343,296
172,273
500,-1
-1,420
247,208
424,492
-1,198
-1,299
-1,-1
-1,139
189,282
268,-1
257,184
-1,-1
100,292
119,152
351,255
265,288
215,308
403,122
312,181
-1,142
-1,330
-1,-1
178,362
-1,419
475,298
295,475
-1,351
376,176
-1,-1
418,-1
-1,-1
303,251
159,-1
124,389
316,450
166,-1
276,167
-1,-1
171,-1
380,298
138,-1
-1,121
257,-1
227,55
371,-1
-1,257
372,-1
357,-1
-1,296
-1,197
-1,268
285,123
155,316
173,136
341,186
-1,224
188,279
-1,165
392,222
284,353
-1,262
463,78
236,216
297,-1
-1,246
-1,112
-1,476
-1,333
334,-1
288,-1
-1,-1
157,-1
-1,304
480,167
-1,402
473,248
352,-1
-1,371
226,-1
342,249
-1,-1
408,-1
-1,350
240,-1
443,497
214,-1
185,-1
-1,347
420,-1
324,121
433,395
262,-1
-1,-1
355,332
337,288
226,-1
185,-1
253,-1
96,344
303,344
-1,-1
-1,185
-1,-1
342,255
281,429
369,422
-1,281
305,293
301,-1
91,166
494,199
-1,193
412,318
386,-1
227,-1
478,331
326,-1
478,182
-1,250
222,287
-1,-1
186,160
88,-1
371,-1
288,111
243,269
-1,487
-1,334
345,149
238,328
346,359
331,355
286,316
129,185
236,166
-1,473
-1,95
451,-1
-1,171
344,-1
110,234
358,-1
232,326
290,132
-1,-1
89,276
194,314
343,250
307,359
-1,-1
279,210
-1,278
215,469
-1,119
325,-1
-1,282
126,132
-1,-1
142,394
180,121
-1,188
259,435
-1,-1
117,297
269,170
105,-1
-1,212
121,-1
159,-1
-1,-1
172,166
-1,121
54,88
-1,225
226,-1
301,195
-1,-1
276,378
457,310
461,-1
344,285
476,107
239,-1
-1,-1
385,165
-1,284
-1,103
-1,-1
199,-1
-1,236
-1,-1
343,216
152,207
213,-1
182,377
268,193
-1,113
-1,307
417,493
485,449
295,244
329,352
429,247
-1,352
189,182
-1,-1
305,204
145,470
-1,355
282,444
224,-1
445,358
177,144
-1,-1
-1,-1
439,266
236,314
220,-1
87,300
264,156
-1,260
-1,-1
458,93
409,368
122,124
-1,311
390,171
431,368
352,212
-1,317
244,426
-1,351
191,-1
111,-1
-1,222
442,298
401,-1
467,272
-1,351
342,465
-1,135
159,385
403,101
197,-1
378,110
482,381
111,137
-1,310
-1,-1
356,376
273,-1
219,270
58,270
440,178
-1,-1
-1,-1
-1,470
485,155
476,240
-1,-1
291,134
-1,318
220,151
367,143
386,-1
249,-1
213,355
-1,-1
247,255
261,-1
141,221
439,-1
-1,-1
