148,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0
