-1,300,226,411
-1,158,-1,399
-1,-1,-1,331
-1,470,463,416
301,471,-1,478
-1,-1,-1,-1
-1,345,-1,269
426,-1,-1,292
-1,-1,259,239
-1,-1,218,410
420,-1,429,237
-1,305,-1,-1
286,-1,391,-1
-1,446,-1,-1
281,340,405,490
382,326,337,475
273,337,-1,282
440,361,490,172
338,454,352,-1
-1,-1,217,434
172,243,473,-1
-1,302,-1,98
496,471,186,240
-1,406,-1,306
-1,-1,-1,414
482,267,421,-1
484,-1,308,313
-1,349,223,491
232,440,-1,217
345,388,429,-1
-1,300,329,332
-1,283,401,454
309,-1,-1,427
-1,277,331,-1
-1,499,413,140
-1,374,-1,305
185,-1,-1,328
-1,-1,-1,-1
246,188,495,382
-1,-1,170,-1
461,-1,-1,-1
-1,442,-1,163
294,456,-1,-1
261,-1,-1,392
428,-1,228,292
-1,282,-1,475
372,-1,244,-1
440,307,-1,-1
-1,-1,-1,-1
388,281,-1,288
372,207,236,291
219,-1,353,-1
388,495,-1,-1
-1,-1,170,434
253,268,-1,277
-1,159,-1,-1
-1,331,300,209
311,338,-1,253
-1,-1,220,443
497,445,461,-1
393,500,-1,-1
272,-1,424,477
205,370,325,-1
-1,314,487,331
-1,401,-1,-1
-1,472,229,487
492,273,473,477
221,-1,300,367
289,-1,451,336
-1,361,383,-1
-1,-1,-1,-1
341,-1,-1,-1
-1,-1,-1,-1
-1,-1,255,432
489,353,-1,303
-1,262,-1,-1
-1,-1,-1,397
-1,-1,-1,367
-1,441,-1,256
441,323,-1,239
237,-1,306,250
416,298,287,-1
-1,424,443,-1
-1,-1,406,303
375,-1,-1,421
-1,-1,406,194
352,193,-1,-1
410,-1,414,-1
-1,372,499,-1
263,-1,-1,-1
333,408,112,214
-1,411,-1,-1
-1,-1,-1,279
432,-1,-1,263
-1,-1,-1,416
356,405,400,-1
-1,-1,-1,-1
-1,226,-1,341
-1,354,169,271
-1,496,224,-1
-1,-1,-1,370
-1,334,-1,-1
-1,255,150,-1
-1,-1,345,-1
472,426,262,447
-1,232,144,-1
-1,-1,190,179
452,-1,222,-1
430,-1,-1,83
-1,376,-1,371
326,-1,-1,-1
-1,418,326,-1
-1,-1,311,-1
256,328,224,126
-1,342,485,249
338,-1,-1,449
185,243,266,-1
394,-1,191,344
-1,-1,-1,233
-1,368,413,366
-1,353,-1,332
245,420,222,-1
421,379,348,310
-1,89,267,440
-1,390,351,-1
409,-1,241,-1
-1,475,-1,-1
474,338,322,-1
356,-1,210,-1
210,461,388,418
-1,-1,-1,-1
-1,-1,-1,-1
253,160,444,-1
-1,-1,-1,486
405,-1,233,-1
-1,415,413,478
329,415,148,-1
-1,321,374,-1
358,304,-1,-1
-1,246,395,271
88,453,231,314
379,428,254,-1
-1,316,226,375
-1,-1,293,398
-1,416,-1,-1
434,172,-1,309
-1,-1,142,-1
-1,-1,-1,427
466,324,-1,-1
-1,454,479,493
360,243,-1,-1
426,331,299,-1
444,344,-1,340
415,-1,-1,463
-1,424,-1,-1
-1,362,457,488
-1,352,-1,-1
311,-1,-1,-1
-1,168,-1,496
205,117,367,110
-1,323,-1,-1
449,-1,401,-1
340,251,-1,220
-1,-1,387,-1
470,280,-1,282
305,407,293,485
-1,166,-1,-1
467,364,-1,466
-1,-1,312,-1
335,406,-1,387
487,-1,169,-1
418,-1,-1,-1
342,383,480,-1
-1,-1,339,170
410,381,-1,339
-1,180,464,309
-1,-1,-1,268
194,303,437,-1
323,-1,284,167
436,-1,-1,235
175,-1,403,-1
-1,357,376,424
-1,-1,284,-1
-1,-1,211,463
-1,247,-1,196
-1,439,376,217
-1,-1,376,-1
334,302,-1,-1
-1,497,451,295
488,-1,109,280
-1,317,-1,455
-1,-1,-1,269
-1,-1,-1,476
-1,437,-1,402
478,-1,354,-1
450,254,419,340
500,169,-1,181
445,-1,425,432
489,265,-1,302
-1,-1,255,245
-1,454,114,-1
365,-1,203,365
128,263,233,-1
435,-1,254,305
379,-1,306,338
417,-1,119,277
-1,365,309,212
271,327,227,155
-1,400,-1,-1
318,-1,405,-1
-1,-1,193,282
-1,484,337,268
391,291,316,304
-1,-1,442,407
420,401,496,-1
257,-1,384,-1
-1,-1,-1,380
-1,280,440,341
-1,-1,426,-1
496,-1,235,-1
288,-1,-1,287
216,-1,307,328
399,-1,245,-1
440,-1,-1,-1
404,366,-1,393
-1,339,-1,436
421,-1,283,279
249,172,278,-1
298,-1,-1,-1
178,266,-1,413
421,-1,350,347
324,-1,435,419
-1,-1,-1,388
487,233,-1,-1
381,267,-1,383
217,-1,171,-1
-1,408,389,-1
366,205,-1,87
-1,398,-1,-1
411,-1,380,326
370,491,422,-1
-1,437,-1,262
416,361,364,466
-1,-1,-1,-1
473,473,292,423
276,241,386,293
420,461,-1,-1
-1,468,-1,-1
483,-1,340,-1
241,490,-1,237
313,-1,-1,-1
344,202,488,150
295,-1,280,-1
-1,432,478,-1
-1,-1,218,-1
322,454,190,371
-1,-1,389,181
469,187,361,359
365,353,394,468
-1,414,489,283
324,-1,242,-1
392,386,251,-1
346,207,119,300
-1,245,-1,256
-1,241,-1,-1
222,387,-1,353
353,314,373,491
-1,444,278,340
422,-1,293,143
-1,267,123,266
433,275,-1,-1
-1,309,-1,-1
-1,363,444,145
407,345,252,-1
437,191,-1,461
-1,-1,-1,-1
418,-1,-1,-1
400,380,249,419
450,-1,396,-1
-1,255,-1,368
-1,-1,471,473
271,-1,265,-1
-1,443,-1,200
280,-1,289,414
353,241,405,-1
-1,334,491,-1
268,297,265,-1
327,155,217,291
279,-1,359,143
419,-1,-1,307
311,-1,217,-1
264,-1,-1,-1
420,314,439,-1
447,-1,416,-1
-1,-1,440,-1
-1,-1,-1,-1
472,480,-1,399
308,383,-1,390
-1,-1,207,275
-1,-1,-1,-1
274,284,450,-1
477,204,358,-1
315,-1,438,-1
481,-1,435,409
-1,-1,-1,246
474,467,-1,349
283,491,-1,-1
-1,432,-1,335
-1,490,-1,319
-1,-1,381,-1
455,458,382,490
455,350,295,319
-1,403,174,459
-1,256,463,215
435,461,-1,244
-1,314,-1,395
321,-1,270,-1
378,310,332,395
436,261,355,499
323,306,447,-1
-1,475,249,-1
398,-1,341,376
-1,-1,270,470
452,292,344,-1
-1,385,416,264
-1,-1,226,255
-1,422,-1,377
-1,-1,-1,-1
-1,237,-1,-1
-1,247,-1,-1
499,284,378,344
-1,-1,-1,-1
-1,380,273,443
-1,398,451,-1
435,329,349,-1
-1,-1,-1,318
442,-1,226,372
171,357,272,-1
419,-1,-1,208
-1,-1,-1,-1
-1,379,265,-1
326,341,132,-1
377,420,183,436
222,377,-1,327
-1,-1,423,-1
208,-1,277,279
-1,-1,462,486
477,-1,362,350
268,-1,450,-1
210,-1,-1,-1
448,-1,484,-1
488,303,326,189
380,340,445,354
424,496,347,355
-1,319,-1,-1
-1,466,210,-1
444,-1,387,-1
342,185,-1,403
485,-1,500,250
431,-1,385,180
292,-1,275,294
193,457,240,-1
344,-1,470,-1
-1,341,-1,399
-1,455,365,-1
-1,-1,358,454
-1,-1,377,-1
249,-1,382,114
-1,444,-1,416
458,344,282,450
-1,354,-1,-1
299,404,358,-1
466,-1,-1,-1
-1,362,260,430
471,386,294,465
359,-1,249,288
434,256,296,-1
-1,417,-1,-1
-1,215,-1,276
444,-1,367,394
-1,-1,266,-1
-1,295,235,449
275,377,261,-1
-1,336,-1,-1
-1,447,-1,-1
436,374,-1,179
-1,477,-1,298
339,-1,-1,-1
233,-1,281,302
-1,290,-1,469
348,348,-1,-1
283,405,335,407
-1,427,439,191
-1,405,373,492
-1,-1,-1,429
352,471,-1,417
-1,172,-1,358
380,-1,-1,-1
293,-1,-1,-1
-1,-1,247,-1
329,175,391,396
489,228,261,-1
-1,-1,-1,496
421,296,379,261
-1,357,-1,326
448,208,-1,475
-1,155,-1,261
-1,376,-1,276
-1,-1,-1,-1
260,409,-1,-1
-1,-1,405,347
-1,476,312,-1
346,-1,170,241
402,422,-1,191
346,281,-1,304
361,-1,226,303
-1,452,285,284
-1,-1,-1,-1
172,488,448,377
-1,-1,-1,-1
-1,270,462,-1
260,-1,473,445
-1,256,-1,320
-1,-1,444,370
305,-1,345,301
-1,362,405,-1
-1,434,155,-1
-1,320,-1,402
-1,-1,209,322
-1,382,438,434
-1,386,314,-1
-1,274,-1,214
-1,419,-1,397
404,-1,-1,-1
488,-1,-1,-1
-1,423,-1,-1
-1,384,-1,326
316,-1,-1,183
417,-1,418,-1
422,-1,-1,295
427,-1,362,239
413,-1,-1,-1
-1,-1,448,214
-1,-1,222,467
486,367,-1,-1
-1,457,-1,386
-1,336,-1,-1
433,332,237,-1
-1,205,448,335
481,430,-1,-1
-1,-1,272,292
459,-1,-1,-1
-1,435,281,331
498,273,-1,-1
-1,294,156,126
279,245,-1,270
-1,-1,-1,478
-1,395,207,449
145,341,417,212
360,-1,239,389
318,422,285,274
-1,212,266,328
383,389,141,402
289,459,-1,-1
177,-1,338,282
354,467,490,374
-1,-1,-1,-1
-1,138,371,355
-1,-1,376,236
-1,272,320,262
499,313,383,479
-1,415,-1,-1
410,-1,304,-1
313,476,-1,-1
424,-1,297,145
-1,-1,281,-1
349,417,413,-1
-1,-1,-1,299
443,-1,-1,306
-1,196,330,-1
338,362,438,-1
488,154,-1,141
481,-1,343,-1
382,-1,302,318
-1,389,-1,-1
-1,365,308,338
-1,-1,476,95
398,217,-1,-1
418,446,330,332
300,-1,-1,290
-1,348,290,-1
237,221,-1,-1
378,-1,471,-1
-1,-1,248,310
-1,493,216,-1
-1,347,346,326
-1,474,-1,363
-1,217,262,-1
-1,203,-1,315
368,-1,407,-1
485,267,248,235
-1,420,342,-1
-1,247,-1,451
-1,418,457,-1
465,-1,484,-1
-1,274,396,-1
418,404,460,192
488,-1,-1,458
-1,238,468,386
198,262,214,-1
422,485,410,342
248,266,-1,-1
-1,283,-1,-1
370,-1,261,381
215,-1,289,197
-1,-1,-1,-1
338,332,-1,237
-1,414,169,317
-1,300,416,490
494,338,237,371
-1,444,-1,-1
-1,-1,301,406
356,-1,470,449
405,257,349,491
426,462,458,205
-1,-1,-1,-1
-1,-1,-1,300
-1,-1,269,-1
-1,442,-1,-1
-1,461,432,-1
-1,333,458,196
-1,-1,-1,455
405,193,238,424
-1,-1,392,-1
-1,-1,302,-1
500,318,-1,160
484,376,-1,-1
289,-1,-1,468
-1,398,236,356
311,-1,152,416
-1,234,-1,-1
486,-1,293,-1
432,461,-1,425
450,197,431,328
302,-1,499,328
325,490,-1,342
213,426,284,497
161,318,241,-1
-1,-1,376,-1
382,223,327,476
455,490,205,435
-1,-1,-1,-1
239,367,-1,-1
438,450,239,386
496,450,-1,-1
-1,384,-1,-1
-1,329,-1,-1
324,371,497,-1
326,-1,326,-1
480,374,369,218
-1,371,404,-1
-1,-1,-1,336
-1,-1,343,294
480,388,-1,-1
464,385,407,291
467,477,377,-1
246,411,185,295
-1,324,177,250
-1,464,-1,243
-1,308,257,304
-1,-1,202,264
-1,-1,-1,-1
-1,361,-1,360
-1,-1,457,-1
-1,461,374,456
450,320,500,378
392,339,432,-1
365,437,344,428
-1,-1,-1,-1
-1,197,-1,188
472,270,473,308
-1,480,-1,-1
-1,240,-1,476
-1,242,429,359
466,384,391,-1
-1,325,322,484
308,390,-1,268
-1,326,422,-1
-1,359,496,-1
485,195,-1,429
432,-1,-1,-1
-1,-1,-1,-1
272,-1,-1,-1
409,304,-1,-1
-1,420,-1,349
383,-1,334,-1
396,-1,393,391
-1,289,479,362
448,418,172,370
-1,-1,281,371
-1,318,426,186
409,415,206,418
318,-1,317,194
473,-1,-1,397
241,457,-1,488
228,-1,472,283
-1,256,151,-1
-1,301,308,469
-1,427,-1,203
359,-1,-1,-1
-1,270,-1,-1
-1,-1,-1,-1
278,447,400,-1
380,-1,406,-1
192,189,-1,491
-1,-1,361,-1
221,-1,-1,473
409,-1,-1,-1
-1,320,250,-1
-1,-1,383,315
-1,264,-1,383
-1,-1,-1,-1
-1,189,492,459
301,255,-1,328
-1,-1,241,-1
-1,433,419,-1
303,-1,358,238
478,-1,-1,-1
286,189,485,365
-1,435,-1,237
240,-1,381,-1
404,273,462,-1
499,-1,304,-1
270,-1,-1,-1
239,-1,189,-1
190,204,-1,-1
-1,-1,294,-1
289,196,480,478
480,-1,484,389
-1,262,408,-1
-1,-1,-1,-1
413,212,218,360
496,202,459,260
-1,215,482,-1
-1,247,375,127
412,-1,346,364
-1,-1,300,284
-1,-1,261,467
292,481,338,376
303,-1,404,-1
-1,111,408,-1
413,457,455,295
-1,-1,-1,-1
-1,485,-1,-1
-1,275,-1,161
285,359,248,329
-1,-1,316,-1
457,476,-1,-1
455,296,-1,232
327,408,-1,-1
-1,-1,449,-1
-1,351,185,315
316,427,-1,494
-1,-1,482,480
-1,-1,-1,-1
450,-1,-1,332
-1,-1,411,-1
-1,278,299,-1
303,238,451,223
415,406,453,447
174,-1,-1,-1
297,-1,250,-1
450,-1,329,-1
-1,99,198,289
446,-1,-1,-1
-1,334,-1,-1
-1,161,335,176
190,387,388,-1
-1,420,348,380
393,-1,-1,424
-1,-1,-1,391
266,-1,288,446
191,449,322,130
-1,375,450,477
-1,-1,-1,395
-1,-1,411,415
-1,384,463,-1
-1,-1,-1,335
-1,372,406,380
-1,375,331,306
-1,365,275,-1
307,381,260,250
313,129,-1,363
-1,-1,-1,-1
402,-1,182,-1
-1,268,271,370
421,423,400,-1
463,448,-1,-1
482,334,-1,95
-1,440,319,-1
-1,372,-1,109
-1,295,158,302
364,416,480,262
451,272,408,487
478,-1,422,445
-1,339,-1,171
499,256,420,190
-1,448,-1,-1
249,423,-1,-1
396,-1,272,396
496,472,324,364
186,483,350,-1
401,-1,-1,-1
-1,-1,331,-1
333,-1,278,-1
351,-1,371,497
170,375,275,-1
-1,-1,-1,-1
496,294,-1,172
164,260,396,496
386,372,-1,-1
321,-1,374,393
-1,251,403,-1
-1,423,-1,237
499,345,-1,188
460,442,393,345
-1,357,-1,-1
-1,-1,-1,429
-1,-1,-1,265
-1,-1,311,-1
-1,-1,-1,310
-1,269,489,-1
268,-1,295,393
172,230,400,-1
446,372,85,-1
-1,-1,375,-1
-1,388,-1,-1
415,243,-1,380
390,485,-1,-1
-1,397,233,418
-1,315,212,-1
478,-1,-1,254
-1,346,-1,-1
-1,357,-1,343
459,468,-1,-1
-1,300,438,-1
229,352,299,411
342,416,-1,493
353,336,475,236
283,492,-1,-1
364,322,462,-1
-1,301,-1,-1
-1,470,241,309
338,269,-1,341
-1,385,-1,-1
445,270,463,385
-1,-1,459,276
389,241,-1,155
466,396,-1,467
-1,-1,-1,477
416,143,473,-1
457,377,440,360
-1,361,-1,-1
355,-1,-1,-1
175,186,261,112
206,390,-1,-1
349,494,332,-1
-1,-1,277,-1
-1,252,-1,-1
-1,-1,-1,400
367,218,-1,348
-1,-1,-1,329
454,200,-1,275
491,-1,-1,-1
281,201,385,295
-1,260,-1,-1
-1,296,332,-1
424,-1,309,-1
-1,439,433,-1
425,-1,-1,-1
-1,402,-1,228
-1,-1,240,306
-1,443,346,299
-1,425,484,-1
359,326,155,-1
-1,384,328,234
-1,418,186,-1
-1,-1,309,364
492,-1,466,397
-1,499,296,417
-1,171,420,-1
274,172,497,425
-1,440,234,427
-1,436,-1,-1
213,229,412,-1
-1,-1,-1,373
-1,-1,273,-1
-1,-1,407,249
269,-1,-1,-1
353,-1,-1,-1
470,308,463,-1
139,161,349,399
468,371,422,-1
495,-1,238,379
435,404,207,-1
323,433,283,353
-1,-1,174,-1
-1,361,-1,297
312,-1,431,496
-1,-1,235,402
-1,214,-1,280
364,-1,-1,-1
-1,315,-1,342
-1,-1,425,169
-1,-1,217,270
343,339,463,323
406,301,353,-1
429,221,-1,-1
-1,405,477,-1
-1,-1,-1,339
-1,364,236,462
-1,439,-1,-1
-1,443,-1,-1
322,144,362,373
-1,187,-1,-1
-1,427,406,-1
437,317,-1,468
448,407,-1,248
-1,443,248,273
451,310,-1,-1
427,253,240,-1
396,149,-1,453
-1,-1,321,455
-1,124,426,283
427,-1,-1,-1
500,495,476,466
-1,463,403,-1
-1,479,406,-1
441,-1,368,-1
449,455,490,331
475,-1,392,-1
363,448,-1,-1
-1,-1,302,371
478,301,-1,83
-1,321,148,201
-1,126,488,293
337,431,-1,-1
375,-1,288,205
-1,-1,228,-1
297,180,300,241
-1,391,-1,-1
-1,250,-1,455
293,464,-1,-1
399,-1,298,205
