-1,137,265
239,274,345
218,261,498
-1,-1,414
206,-1,-1
416,439,268
-1,-1,205
154,155,344
434,327,242
305,220,335
-1,-1,-1
-1,-1,224
415,357,-1
408,-1,-1
454,-1,-1
336,361,-1
381,-1,-1
199,435,-1
-1,491,312
-1,431,-1
-1,-1,333
311,76,182
-1,-1,-1
-1,-1,449
-1,-1,235
-1,218,266
-1,458,289
-1,253,249
-1,428,-1
-1,203,-1
364,356,-1
332,212,-1
-1,-1,-1
-1,390,300
-1,-1,488
-1,277,323
386,481,147
-1,464,228
-1,346,-1
445,-1,471
280,-1,-1
-1,329,282
166,464,253
345,-1,-1
388,352,-1
378,-1,449
403,-1,240
414,411,428
271,-1,128
159,456,129
416,263,260
348,-1,492
-1,-1,492
233,-1,431
349,280,316
363,-1,-1
-1,302,215
225,-1,-1
-1,184,-1
-1,-1,189
304,-1,346
-1,325,66
-1,-1,-1
-1,75,360
-1,-1,-1
304,-1,297
-1,151,353
-1,-1,-1
-1,-1,362
217,215,-1
456,-1,339
-1,408,-1
394,-1,-1
226,-1,446
329,-1,305
345,-1,253
225,-1,136
335,-1,-1
-1,286,478
395,209,219
168,-1,-1
-1,346,95
199,224,396
-1,440,487
-1,346,482
390,-1,-1
-1,338,-1
-1,306,-1
460,325,-1
238,-1,109
-1,-1,-1
-1,358,-1
281,-1,197
-1,230,162
-1,-1,-1
314,411,164
357,429,-1
353,-1,344
-1,395,424
365,216,479
173,-1,-1
-1,-1,-1
146,-1,-1
94,-1,491
-1,345,219
-1,241,-1
-1,362,85
-1,-1,-1
197,488,-1
382,174,311
330,-1,397
400,365,386
-1,385,161
-1,473,-1
221,-1,369
380,201,189
443,-1,380
146,-1,245
434,219,304
-1,-1,361
-1,482,86
371,353,260
179,413,68
239,496,254
-1,460,101
274,-1,-1
352,-1,-1
311,-1,381
282,172,362
302,-1,-1
-1,-1,-1
-1,-1,-1
241,197,421
-1,316,63
-1,452,392
207,-1,-1
-1,-1,-1
-1,382,356
124,-1,473
245,-1,-1
-1,-1,263
-1,196,-1
-1,-1,-1
162,143,461
-1,118,460
-1,357,488
-1,-1,327
269,-1,-1
-1,410,477
-1,124,210
409,164,207
-1,464,-1
238,-1,-1
-1,330,290
-1,-1,-1
252,-1,-1
474,-1,496
239,-1,191
167,-1,163
119,-1,93
-1,347,-1
-1,-1,98
205,-1,-1
-1,-1,256
-1,-1,-1
333,-1,405
134,-1,-1
-1,-1,228
288,-1,192
-1,191,154
140,294,159
270,151,-1
-1,-1,-1
-1,-1,384
-1,-1,-1
162,322,160
224,-1,-1
-1,195,-1
-1,190,257
339,95,-1
139,-1,143
-1,257,398
344,235,87
263,218,226
495,-1,-1
153,-1,283
-1,188,-1
-1,333,-1
415,-1,486
394,-1,-1
-1,223,138
-1,-1,303
-1,398,378
338,-1,-1
215,284,-1
-1,365,400
-1,-1,219
-1,370,318
429,-1,304
239,441,249
