121,8
185,-1
214,22
236,57
84,14
400,52
85,37
156,-1
148,213
137,-1
178,-1
156,24
283,15
134,117
69,85
273,-1
286,146
79,16
195,10
224,38
218,61
199,-1
202,455
189,-1
-1,74
350,63
351,-1
428,46
198,85
239,-1
376,-1
179,29
246,-1
353,48
62,-1
-1,47
-1,42
220,30
148,-1
303,-1
375,21
387,59
120,-1
272,73
396,65
30,49
47,17
231,140
258,256
400,41
69,15
244,-1
239,-1
209,13
328,-1
210,-1
402,224
103,-1
242,61
77,61
238,169
70,28
-1,12
68,70
196,-1
129,25
267,105
449,-1
491,-1
364,-1
355,23
444,59
391,98
282,63
320,-1
274,-1
207,-1
471,-1
289,-1
463,-1
215,-1
-1,-1
127,-1
245,58
292,-1
192,19
53,-1
155,82
202,-1
215,51
246,-1
416,-1
207,61
129,48
276,-1
164,19
94,-1
353,-1
199,-1
61,23
443,-1
175,19
225,-1
384,-1
313,9
94,304
-1,-1
317,-1
145,-1
172,60
94,-1
-1,-1
-1,58
396,-1
207,15
-1,21
225,-1
236,-1
103,70
211,-1
200,52
261,38
191,32
128,100
-1,17
264,23
162,64
384,43
158,64
288,53
161,-1
425,-1
108,56
-1,47
345,22
262,-1
166,-1
248,22
254,-1
177,39
79,-1
313,-1
203,18
114,50
147,49
326,-1
228,-1
141,21
126,-1
225,-1
-1,-1
242,52
194,-1
210,27
218,57
318,-1
274,84
445,61
-1,-1
-1,-1
237,18
92,-1
417,19
232,63
-1,-1
271,49
87,33
174,17
285,23
113,16
-1,-1
240,62
92,61
190,-1
125,-1
282,-1
218,54
59,20
180,-1
265,42
223,68
-1,29
109,40
185,82
227,236
216,-1
82,94
69,-1
-1,-1
250,-1
156,-1
198,-1
192,52
76,56
362,-1
127,22
112,18
149,87
135,61
256,45
275,129
93,68
-1,26
318,-1
48,-1
220,69
360,45
427,-1
229,-1
397,9
401,16
377,65
396,27
75,56
271,46
224,-1
252,27
299,68
-1,45
272,46
290,-1
165,198
308,31
335,-1
133,-1
255,-1
-1,53
166,-1
216,-1
207,-1
76,72
-1,31
388,-1
98,160
-1,55
275,-1
63,49
404,-1
190,48
80,255
-1,40
370,56
128,-1
308,-1
459,25
99,16
297,-1
-1,15
354,-1
146,59
328,-1
310,-1
102,-1
210,44
402,54
-1,-1
-1,-1
496,15
191,-1
106,-1
289,27
111,29
136,51
328,56
486,-1
365,-1
211,64
210,79
217,46
253,-1
268,26
291,18
194,61
270,75
342,-1
133,45
183,53
325,37
370,-1
128,-1
469,-1
310,-1
235,-1
-1,249
126,-1
246,-1
248,8
144,50
495,34
404,70
62,-1
456,-1
129,26
56,-1
174,46
213,74
48,55
151,-1
-1,-1
366,74
213,390
-1,385
66,21
306,-1
132,27
83,67
203,378
265,36
191,-1
114,-1
270,61
303,101
475,68
72,-1
169,59
-1,79
267,-1
226,-1
-1,-1
-1,19
66,67
261,42
131,91
203,-1
288,21
417,-1
154,-1
58,-1
76,90
129,-1
194,-1
137,22
-1,62
360,53
13,-1
159,301
170,59
317,-1
357,42
260,60
130,25
120,-1
161,-1
-1,51
308,33
435,23
305,53
119,65
138,-1
381,45
162,53
107,-1
181,19
144,-1
-1,-1
70,47
153,54
181,-1
-1,25
109,18
217,-1
-1,-1
142,65
76,-1
207,10
-1,57
196,71
302,32
389,-1
205,-1
-1,41
299,-1
307,18
317,-1
197,15
-1,-1
287,-1
-1,69
464,-1
-1,20
257,80
88,-1
130,29
129,109
153,70
133,30
71,-1
223,33
304,24
374,-1
270,32
118,-1
55,20
81,21
182,-1
-1,288
261,77
216,61
218,15
169,-1
227,-1
159,31
310,18
225,-1
78,-1
307,89
-1,130
169,19
67,-1
116,77
235,-1
443,64
469,-1
80,74
357,-1
234,-1
337,101
-1,46
-1,16
308,47
88,63
127,56
-1,-1
380,123
288,499
100,14
-1,-1
255,-1
292,23
393,-1
294,28
248,29
284,16
174,70
354,-1
320,-1
184,49
255,-1
427,-1
187,68
-1,-1
-1,23
97,-1
190,-1
-1,-1
449,-1
320,56
406,-1
139,38
239,-1
388,47
-1,-1
-1,51
154,-1
202,30
225,79
132,19
334,-1
96,-1
325,-1
219,10
149,-1
-1,66
137,49
107,17
328,-1
144,23
224,292
126,-1
308,43
177,-1
282,23
81,-1
282,-1
384,-1
252,-1
-1,18
-1,64
252,-1
274,-1
80,-1
252,62
-1,-1
127,-1
328,-1
443,-1
331,27
203,-1
446,59
293,-1
161,54
218,-1
409,21
212,30
479,20
326,-1
189,33
157,27
65,-1
161,107
334,78
171,-1
311,52
427,-1
203,55
251,17
145,-1
186,-1
325,52
-1,75
-1,-1
206,23
382,-1
166,15
239,55
164,-1
-1,61
368,-1
108,-1
111,15
-1,-1
365,-1
263,123
184,-1
171,-1
410,-1
284,-1
124,-1
250,-1
232,53
292,37
205,-1
253,-1
155,55
82,87
96,-1
465,-1
284,-1
167,-1
298,-1
195,-1
470,57
270,-1
413,-1
444,99
302,20
-1,-1
210,68
-1,-1
-1,41
-1,-1
123,-1
294,-1
60,-1
445,-1
168,49
118,-1
69,-1
202,-1
414,-1
131,-1
194,35
383,-1
306,-1
257,70
172,79
117,-1
337,72
262,51
92,46
229,-1
491,-1
208,94
437,-1
284,-1
110,-1
456,-1
251,-1
208,31
320,-1
353,-1
125,31
166,16
-1,42
479,32
213,-1
391,21
244,32
260,-1
152,30
192,11
65,77
74,-1
252,-1
119,64
292,49
192,-1
97,-1
255,-1
202,-1
422,27
94,33
79,36
156,-1
260,412
264,23
114,-1
224,-1
186,-1
423,50
242,63
245,17
174,-1
202,-1
292,-1
-1,20
108,-1
273,49
148,50
150,-1
114,14
208,39
284,-1
251,24
243,62
312,112
164,-1
410,17
482,-1
296,51
-1,-1
71,-1
239,-1
211,68
324,19
133,28
284,57
371,46
329,25
402,16
101,-1
425,-1
366,50
335,36
112,-1
351,12
109,-1
307,53
-1,23
271,435
233,-1
119,18
235,-1
290,-1
130,54
123,-1
309,-1
126,-1
419,-1
233,52
244,40
115,50
88,21
137,-1
129,16
